# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Ukin_new
# 14 Uelm_bnd
# 15 Uelm_out_mvw
# 16 Uelm_inj_mvw
# 17 Dens_electron
# 18 Ntot_electron
# 19 Zavg_electron
# 20 Ukin_electron
# 21 Urad_electron
# 22 Dens_ion
# 23 Ntot_ion
# 24 Zavg_ion
# 25 Ukin_ion
# 26 Urad_ion
# 27 Uelm_Ex
# 28 Uelm_Ey
# 29 Uelm_Ez
# 30 Uelm_Bx_m
# 31 Uelm_By_m
# 32 Uelm_Bz_m
# 33 ExMin
# 34 ExMinCell
# 35 ExMax
# 36 ExMaxCell
# 37 EyMin
# 38 EyMinCell
# 39 EyMax
# 40 EyMaxCell
# 41 EzMin
# 42 EzMinCell
# 43 EzMax
# 44 EzMaxCell
# 45 Bx_mMin
# 46 Bx_mMinCell
# 47 Bx_mMax
# 48 Bx_mMaxCell
# 49 By_mMin
# 50 By_mMinCell
# 51 By_mMax
# 52 By_mMaxCell
# 53 Bz_mMin
# 54 Bz_mMinCell
# 55 Bz_mMax
# 56 Bz_mMaxCell
# 57 JxMin
# 58 JxMinCell
# 59 JxMax
# 60 JxMaxCell
# 61 JyMin
# 62 JyMinCell
# 63 JyMax
# 64 JyMaxCell
# 65 JzMin
# 66 JzMinCell
# 67 JzMax
# 68 JzMaxCell
# 69 RhoMin
# 70 RhoMinCell
# 71 RhoMax
# 72 RhoMaxCell
# 73 PoyXmin
# 74 PoyXminInst
# 75 PoyXmax
# 76 PoyXmaxInst
#
#               time           Ubal_norm                Ubal                Utot                Uexp                Ukin                Urad           UmBWpairs                Uelm            Ukin_bnd        Ukin_out_mvw        Ukin_inj_mvw            Ukin_new            Uelm_bnd        Uelm_out_mvw        Uelm_inj_mvw       Dens_electron       Ntot_electron       Zavg_electron       Ukin_electron       Urad_electron            Dens_ion            Ntot_ion            Zavg_ion            Ukin_ion            Urad_ion             Uelm_Ex             Uelm_Ey             Uelm_Ez           Uelm_Bx_m           Uelm_By_m           Uelm_Bz_m               ExMin           ExMinCell               ExMax           ExMaxCell               EyMin           EyMinCell               EyMax           EyMaxCell               EzMin           EzMinCell               EzMax           EzMaxCell             Bx_mMin         Bx_mMinCell             Bx_mMax         Bx_mMaxCell             By_mMin         By_mMinCell             By_mMax         By_mMaxCell             Bz_mMin         Bz_mMinCell             Bz_mMax         Bz_mMaxCell               JxMin           JxMinCell               JxMax           JxMaxCell               JyMin           JyMinCell               JyMax           JyMaxCell               JzMin           JzMinCell               JzMax           JzMaxCell              RhoMin          RhoMinCell              RhoMax          RhoMaxCell             PoyXmin         PoyXminInst             PoyXmax         PoyXmaxInst
    4.0000000000e+01    9.9999948356e-01    3.4656072683e+08    3.4656090580e+08    1.7897925058e+02    7.3260269336e+03    0.0000000000e+00    0.0000000000e+00    3.4655357978e+08    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    6.9065823045e+03    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    4.1944462909e+02    0.0000000000e+00    6.8308887649e+00    1.5974873963e+08    1.8679872750e+08    5.6514552448e+00    3.2399906086e+03    2.8601781847e+03   -1.3849836212e-01                8989    3.0930174584e-02               19904   -7.7843088529e+02               29500    7.7870747772e+02               29499   -9.0738990375e+02               27034    9.0726587245e+02               27035    7.5175409663e-02                   2    7.5175409663e-02                   2   -3.3868825651e+00               35784    3.4144879235e+00               35865   -3.0156037377e+00               29475    3.0849912437e+00               29546   -2.6072453343e-01               35571    8.3371209169e-02               42950   -1.8019282724e+00               24445    1.5814111892e+00               34807   -1.6197469883e+00                 109    1.5507922386e+00               17007   -1.4859763196e+00               21666    1.6738876177e+00                6247    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    4.4000000000e+01    9.9999987249e-01    1.4036903997e+09    1.4036905787e+09    1.7897925058e+02    1.7478628261e+04    0.0000000000e+00    0.0000000000e+00    1.4036731001e+09    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.6195979500e+04    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.2826487605e+03    0.0000000000e+00    2.3637769701e+00    6.5256520881e+08    7.5109580154e+08    5.6514552448e+00    6.4052880627e+03    5.6764146068e+03   -2.1180599034e-01               20651    1.8117409406e-01               21196   -1.4741929602e+03               29516    1.4749997054e+03               29517   -1.6526449774e+03               35740    1.6520941543e+03               35745    7.5175409663e-02                   2    7.5175409663e-02                   2   -4.8412379198e+00               21642    4.8191493259e+00               35765   -4.5369515664e+00               29653    4.3700021326e+00               43538   -3.3079982030e-01               27451    2.7553795700e-01               20654   -2.1373774913e+00               44466    1.6900028268e+00               30256   -1.9289312726e+00               27109    1.7893805641e+00               31397   -1.8601199200e+00                6327    1.6272649797e+00               45089    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    4.8000000000e+01    9.9999995235e-01    3.7560730423e+09    3.7560732213e+09    1.7897925058e+02    3.2290983277e+04    0.0000000000e+00    0.0000000000e+00    3.7560409303e+09    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    2.9007121883e+04    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    3.2838613937e+03    0.0000000000e+00    9.9244420835e+00    1.7496412194e+09    2.0063824007e+09    5.6514552448e+00    9.1604536357e+03    8.1341869118e+03   -3.4015975911e-01                2826    3.1843872143e-01                7377   -2.3245078441e+03               29496    2.3246022460e+03               29497   -2.5871414924e+03               35810    2.5866392797e+03               35811    7.5175409663e-02               12502    7.5175409663e-02               12502   -5.8098470943e+00               21544    5.8435311444e+00               22111   -5.6484985060e+00               29707    5.5001925841e+00               45511   -4.8932846102e-01               27213    5.6302234441e-01               33414   -1.9822487976e+00               48595    2.7791075555e+00               48694   -2.4263267287e+00               21775    2.2581865642e+00                8295   -2.1679067607e+00               47497    1.7516985636e+00               47279    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    5.2000000000e+01    9.9999997732e-01    7.8922670512e+09    7.8922672302e+09    1.7897925058e+02    5.0521141240e+04    0.0000000000e+00    0.0000000000e+00    7.8922167090e+09    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    4.3807275366e+04    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    6.7138658738e+03    0.0000000000e+00    1.7910101900e+01    3.6743051558e+09    4.2178881361e+09    5.6514552448e+00    1.2392127719e+04    1.1001452995e+04   -4.5623895487e-01               38178    4.7631505941e-01               11607   -3.3388757390e+03               29654    3.3384646111e+03               29655   -3.6746454960e+03               35772    3.6746750102e+03               35771    7.5175409663e-02               12502    7.5175409663e-02               12502   -7.0051478195e+00               21652    7.0118090183e+00               25546   -6.5259760835e+00               29817    6.7350076366e+00               45325   -5.0617417093e-01                7342    4.5413907442e-01               12875   -2.2958271253e+00                1926    2.6224257287e+00               45343   -2.9548269121e+00               40475    2.3199755070e+00               15131   -2.9252512596e+00               40475    2.0255447155e+00               42315    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    5.6000000000e+01    9.9999998767e-01    1.4514236841e+10    1.4514237020e+10    1.7897925058e+02    7.2473483088e+04    0.0000000000e+00    0.0000000000e+00    1.4514164547e+10    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    6.0576955159e+04    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.1896527930e+04    0.0000000000e+00    1.8859736306e+01    6.7484214734e+09    7.7657116694e+09    5.6514552448e+00    1.6633399036e+04    1.4746165726e+04   -5.6673572805e-01               14686    4.1656657905e-01               44161   -4.5758633134e+03               29674    4.5735966912e+03               29673   -4.9258243296e+03               21912    4.9265590698e+03               21939    7.5175409663e-02                   2    7.5175409663e-02                   2   -8.7194409189e+00               27694    8.0048903886e+00               27593   -8.1228475313e+00               38468    7.9576295519e+00               45245   -5.5012288713e-01                1944    4.5346631887e-01               41004   -2.1882129609e+00               36798    2.3815973196e+00               30272   -2.1147964044e+00               21601    2.2884708689e+00                4624   -2.3512110225e+00               20362    2.1140469095e+00               27030    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    6.0000000000e+01    9.9999999272e-01    2.4593862232e+10    2.4593862411e+10    1.7897925058e+02    9.9181616649e+04    0.0000000000e+00    0.0000000000e+00    2.4593763230e+10    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    7.9728442446e+04    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.9453174203e+04    0.0000000000e+00    1.4899895857e+01    1.1426372143e+10    1.3167349458e+10    5.6514552448e+00    2.2029264681e+04    1.9578356196e+04   -5.3505914837e-01               23439    4.2166891336e-01               30286   -6.0283644261e+03               45351    6.0273903315e+03               45352   -6.5239446857e+03               21918    6.5245095436e+03               21919    7.5175409663e-02               12502    7.5175409663e-02               12502   -9.8281533331e+00               27560    9.3786832472e+00               27827   -9.3948074182e+00               30015    9.1784183868e+00               45271   -4.5702624364e-01               46820    4.1199371740e-01               11934   -2.1546856513e+00               34914    1.9294134821e+00               23713   -2.2916123208e+00                4493    2.4486771312e+00                1594   -2.7603313176e+00               39975    2.2106069224e+00               42288    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    6.4000000000e+01    9.9999999545e-01    3.9353482085e+10    3.9353482264e+10    1.7897925058e+02    1.3139907455e+05    0.0000000000e+00    0.0000000000e+00    3.9353350865e+10    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.0147911352e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    2.9919961033e+04    0.0000000000e+00    1.5450489598e+01    1.8285350846e+10    2.1067945845e+10    5.6514552448e+00    2.8635133661e+04    2.5517479956e+04   -4.8792857268e-01               31210    5.7675390628e-01               16472   -7.8726431512e+03               45295    7.8720739649e+03               45292   -8.3347155899e+03               21910    8.3347940982e+03               21907    7.5175409663e-02               12502    7.5175409663e-02               12502   -1.1288186715e+01               27504    1.1351502883e+01               27775   -1.0840407342e+01               45096    1.0524661624e+01                1567   -4.9330868096e-01               11624    3.8403129670e-01               46513   -2.5644738017e+00               38796    2.6219773111e+00               24548   -2.3049008941e+00                3473    2.5827484931e+00                3922   -2.2403640030e+00               12118    2.5295700031e+00               28920    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    6.8000000000e+01    9.9999999703e-01    6.0243317286e+10    6.0243317465e+10    1.7897925058e+02    1.6958982988e+05    0.0000000000e+00    0.0000000000e+00    6.0243147875e+10    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.2602028231e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    4.3569547565e+04    0.0000000000e+00    1.7409376430e+01    2.8013333080e+10    3.2229745769e+10    5.6514552448e+00    3.6508128676e+04    3.2494906540e+04   -5.4662323529e-01               11952    5.6647668986e-01               40666   -9.9421344005e+03               45281    9.9419098837e+03               45282   -1.0366433493e+04               21884    1.0366012139e+04               21885    7.5175409663e-02                   2    7.5175409663e-02                   2   -1.2845580560e+01               27998    1.2598573477e+01               27825   -1.2458700964e+01               38758    1.1873964830e+01               45299   -4.4554352181e-01                5539    4.3522299564e-01                4323   -2.6615401974e+00               34924    2.5701407791e+00                2055   -2.8331154496e+00               32755    2.5711067325e+00               32430   -2.2118527989e+00               35043    2.5787065816e+00               28857    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    7.2000000000e+01    9.9999999799e-01    8.8951822382e+10    8.8951822561e+10    1.7897925058e+02    2.1376394257e+05    0.0000000000e+00    0.0000000000e+00    8.8951608797e+10    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.5320899626e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    6.0554946308e+04    0.0000000000e+00    1.8770695469e+01    4.1400277832e+10    4.7551244630e+10    5.6514552448e+00    4.5873015110e+04    4.0436961533e+04   -5.2886779287e-01               24398    5.7686604284e-01               23005   -1.2279769031e+04               45257    1.2280175092e+04               45258   -1.2618117995e+04               21826    1.2617201764e+04               21827    7.5175409663e-02               12502    7.5175409663e-02               12502   -1.4479290868e+01               28074    1.4365287450e+01               27777   -1.3348739021e+01               30355    1.3242990276e+01               45251   -4.9391345762e-01               24256    3.8815883307e-01                5492   -3.9679321793e+00               34928    3.1947147565e+00               34739   -2.5640148546e+00                4307    2.6458528325e+00               31567   -2.5412733815e+00                1012    2.2942209300e+00               36672    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    7.6000000000e+01    9.9999999860e-01    1.2740256859e+11    1.2740256877e+11    1.7897925058e+02    2.6492002238e+05    0.0000000000e+00    0.0000000000e+00    1.2740230385e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    1.8392081515e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    8.0999207237e+04    0.0000000000e+00    1.9194413151e+01    5.9312885317e+10    6.8089312271e+10    5.6514552448e+00    5.6965253059e+04    4.9274929512e+04   -5.2167049912e-01               27735    6.8498984125e-01               32438   -1.4881036907e+04               45269    1.4882487124e+04               45270   -1.5322210792e+04               27734    1.5320781614e+04               27735    7.5175409663e-02                   2    7.5175409663e-02                   2   -1.6127470327e+01               27964    1.5885264674e+01               27849   -1.4214024172e+01               39294    1.4850265135e+01               45259   -4.3287976988e-01                3052    4.2593802294e-01               24196   -3.9892558559e+00               34930    3.3260776250e+00               34745   -3.6447889392e+00               34929    3.1047561004e+00               34744   -2.4500587619e+00               27727    2.2912736359e+00               36676    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    8.0000000000e+01    9.9999999899e-01    1.7777571302e+11    1.7777571319e+11    1.7897925058e+02    3.2215968888e+05    0.0000000000e+00    0.0000000000e+00    1.7777539103e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    2.1814893414e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.0401075474e+05    0.0000000000e+00    1.9142554292e+01    8.2684408707e+10    9.5090853353e+10    5.6514552448e+00    6.9930012405e+04    5.9019193877e+04   -5.9569302363e-01               27737    6.6570621547e-01               32443   -1.7723154941e+04               45239    1.7724343481e+04               45240   -1.8391709037e+04               27792    1.8390124186e+04               27793    7.5175409663e-02               12502    7.5175409663e-02               12502   -1.7384797722e+01               21484    1.7049378267e+01               27823   -1.5748797241e+01               39206    1.5936959969e+01               45293   -3.6744919752e-01                2117    5.2917872952e-01                2960   -4.2161919517e+00               34930    3.5392670270e+00               34747   -2.7971144163e+00               32761    2.7014111781e+00               27732   -2.5614493124e+00               34753    2.4924567492e+00               36681    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    8.4000000000e+01    9.9999999926e-01    2.4250866647e+11    2.4250866665e+11    1.7897925058e+02    3.8713612838e+05    0.0000000000e+00    0.0000000000e+00    2.4250827952e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    2.5601289874e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.3112322964e+05    0.0000000000e+00    1.9736091437e+01    1.1250294984e+11    1.3000517509e+11    5.6514552448e+00    8.4843659690e+04    6.9716462316e+04   -5.6903752926e-01               15151    7.4304250480e-01               34750   -2.0739666180e+04               45265    2.0741149846e+04               45266   -2.1715481356e+04               27828    2.1713870219e+04               27829    7.5175409663e-02               12502    7.5175409663e-02               12502   -1.8502453534e+01               21504    1.8035959314e+01               27793   -1.7996529202e+01               39214    1.7498932904e+01               30212   -4.2500572883e-01               29511    4.0600577961e-01               28120   -5.1481299650e+00               34930    4.2297153701e+00               34753   -3.0135295752e+00               32759    3.7398896854e+00               34930   -3.5545916407e+00               34928    3.2300686495e+00               24394    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    8.8000000000e+01    9.9999999945e-01    3.2430812125e+11    3.2430812143e+11    1.7897925058e+02    4.5664899283e+05    0.0000000000e+00    0.0000000000e+00    3.2430766478e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    2.9569146649e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.6095752634e+05    0.0000000000e+00    2.3369933448e+01    1.4981548370e+11    1.7449199808e+11    5.6514552448e+00    1.0159951761e+05    8.1375588295e+04   -6.7506361956e-01               15145    7.2236139601e-01                1034   -2.3862862952e+04               45299    2.3864688675e+04               45298   -2.5202836126e+04               27824    2.5201071116e+04               27819    7.5175409663e-02               12502    7.5175409663e-02               12502   -1.9349577703e+01               21512    2.0075848809e+01               14488   -1.9409234068e+01               37966    1.9544718094e+01               39095   -4.6081602266e-01               42605    4.0624614808e-01               29674   -4.9712694798e+00                1090    4.5435693498e+00               34753   -3.2182557077e+00               32759    3.4528010076e+00               34930   -3.0700863162e+00               42303    2.8262353422e+00               26154    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    9.2000000000e+01    9.9999999958e-01    4.2610946757e+11    4.2610946774e+11    1.7897925058e+02    5.3740729114e+05    0.0000000000e+00    0.0000000000e+00    4.2610893034e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    3.4080383461e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    1.9660345653e+05    0.0000000000e+00    3.0146010287e+01    1.9572774920e+11    2.3038096706e+11    5.6514552448e+00    1.1996834159e+05    9.4071683686e+04   -7.0650288179e-01                8416    7.4933808963e-01               14226   -2.6997646317e+04               45335    2.6999477447e+04               45336   -2.8721512362e+04               27838    2.8720903289e+04               27837    7.5175409663e-02                   2    7.5175409663e-02                   2   -2.0607103293e+01               21506    2.1695746946e+01               14478   -2.1240381367e+01               37996    2.0872800355e+01               37851   -3.4905114253e-01                3703    4.7824550004e-01               45910   -6.0016534706e+00               34930    4.6245805348e+00               34751   -3.7125701612e+00               32755    4.7960035104e+00               34930   -2.5864453368e+00               34749    3.2232614890e+00               24547    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    9.6000000000e+01    9.9999999968e-01    5.5104103850e+11    5.5104103867e+11    1.7897925058e+02    6.2281284741e+05    0.0000000000e+00    0.0000000000e+00    5.5104041586e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    3.8745538010e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    2.3535746731e+05    0.0000000000e+00    3.8902044308e+01    2.5143249738e+11    2.9960767107e+11    5.6514552448e+00    1.3945335237e+05    1.0790715798e+05   -8.5219151803e-01                8413    8.0122891751e-01                8318   -3.0632539116e+04               29878    3.0630609314e+04               29879   -3.2311178018e+04               21460    3.2310776963e+04               21461    7.5175409663e-02                   2    7.5175409663e-02                   2   -2.2601673387e+01               11678    2.2997541058e+01               14502   -2.1941773807e+01               37854    2.1691796848e+01               37631   -3.0276455823e-01               11556    3.4448237034e-01               44932   -4.5337966225e+00               34932    3.8784203735e+00               34755   -4.0781310893e+00               32759    3.2324394953e+00               32462   -3.4476412738e+00               34933    2.5859424899e+00               24547    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.0000000000e+02    9.9999999975e-01    7.0229009087e+11    7.0229009105e+11    1.7897925058e+02    7.1696912431e+05    0.0000000000e+00    0.0000000000e+00    7.0228937408e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    4.3691961984e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    2.8004950447e+05    0.0000000000e+00    4.8821717998e+01    3.1818862732e+11    3.8410046456e+11    5.6514552448e+00    1.5934171341e+05    1.2280693137e+05   -9.8462574532e-01               34237    1.0423575171e+00                8321   -3.4708553363e+04               29848    3.4704840977e+04               29849   -3.6169326597e+04               21446    3.6168535773e+04               21447    7.5175409663e-02               12502    7.5175409663e-02               12502   -2.4321417865e+01               11768    2.4639804569e+01               13746   -2.3590218443e+01               37726    2.3314696955e+01               37589   -3.9062299802e-01               43447    3.5640099881e-01               46630   -4.7050266233e+00               23024    4.9230082247e+00               34753   -4.1054959708e+00               34753    2.6227571545e+00               17274   -3.0814915928e+00               34753    2.7402076753e+00                1090    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.0400000000e+02    9.9999999980e-01    8.8293105529e+11    8.8293105547e+11    1.7897925058e+02    8.2124362742e+05    0.0000000000e+00    0.0000000000e+00    8.8293023422e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    4.9412602358e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    3.2711760384e+05    0.0000000000e+00    5.9600526740e+01    3.9728681906e+11    4.8564309772e+11    5.6514552448e+00    1.7889285957e+05    1.3848598502e+05   -1.0666604428e+00               18582    1.2235658721e+00                8325   -3.9104299339e+04               37907    3.9102308133e+04               37910   -3.9879253894e+04               21434    3.9878088539e+04               21439    7.5175409663e-02                   2    7.5175409663e-02                   2   -2.5430773331e+01                6028    2.7148540218e+01               13742   -2.4523232804e+01               37700    2.4171715835e+01               37551   -3.6804943868e-01               44046    3.6633061688e-01               33751   -3.7047784353e+00               23024    3.9521618589e+00               37655   -4.6285867472e+00               32765    3.7378900298e+00               17276   -2.7235097239e+00               41317    6.5201934549e+00               41308    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.0800000000e+02    9.9999999984e-01    1.0957730004e+12    1.0957730006e+12    1.7897925058e+02    9.2459152309e+05    0.0000000000e+00    0.0000000000e+00    1.0957720760e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    5.4690970056e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    3.7768182252e+05    0.0000000000e+00    7.0136779863e+01    4.9002716349e+11    6.0574456020e+11    5.6514552448e+00    1.9755989243e+05    1.5470122561e+05   -1.1364724197e+00               18582    1.2478436580e+00                8321   -4.3802034866e+04               37891    4.3798002107e+04               37892   -4.3446341539e+04               21408    4.3444654120e+04               21409    7.5175409663e-02               12502    7.5175409663e-02               12502   -2.7289108000e+01                6090    2.9088246363e+01               13756   -2.5901820266e+01               38438    2.5632540952e+01               36249   -4.0642242303e-01               34254    3.3298862349e-01               31685   -3.1088952380e+00               26218    4.8289960872e+00               18457   -4.9622867978e+00               32765    4.0502664028e+00               12110   -2.6469964592e+00               39804    5.3745773451e+00               41310    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
    1.1200000000e+02    9.9999999987e-01    1.3432689421e+12    1.3432689423e+12    1.7897925058e+02    1.0355712738e+06    0.0000000000e+00    0.0000000000e+00    1.3432679067e+12    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05   -1.0000000000e+00    6.0596918641e+05    0.0000000000e+00    2.0000000000e+03    2.0000000000e+05    1.0000000000e+00    4.2960208736e+05    0.0000000000e+00    8.0980777104e+01    5.9769079788e+11    7.4557672230e+11    5.6514552448e+00    2.1512636985e+05    1.7134280089e+05   -1.1678394889e+00               18578    1.1703937126e+00               35048   -4.8573876990e+04               37853    4.8569283311e+04               37852   -4.7750074098e+04               14523    4.7756182948e+04               14524    7.5175409663e-02                   2    7.5175409663e-02                   2   -2.9143716797e+01                5492    3.0911072691e+01               13856   -2.7354618366e+01               38388    2.7688590204e+01               36309   -5.7397913772e-01                1116    5.0311800523e-01               43916   -3.6800548774e+00               23024    4.7887582617e+00               18461   -4.5308016249e+00               32763    5.4860298618e+00               12114   -3.2047466632e+00               34925    8.7441393317e+00               40730    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00
